,rank,coordX,coordY,penalty
33,0.0,-0.015874236822128296,-0.016428634524345398,0.0
34,0.0,-0.014552712440490723,-0.015865176916122437,0.0
35,0.0,-0.013581663370132446,-0.01546826958656311,0.0
36,0.0,-0.012662947177886963,-0.015150278806686401,0.0
37,0.0,-0.011835694313049316,-0.014921560883522034,0.0
38,0.0,-0.011196613311767578,-0.01481473445892334,0.0
39,0.0,-0.010985016822814941,-0.014858841896057129,0.0
40,0.0,-0.010877907276153564,-0.014599233865737915,0.0
41,0.0,-0.009334444999694824,-0.013896405696868896,0.0
42,0.0,-0.009569346904754639,-0.013941168785095215,0.0
43,0.0,-0.009782552719116211,-0.013788402080535889,0.0
44,0.0,-0.010361284017562866,-0.013640791177749634,0.0
45,0.0,-0.01003497838973999,-0.013138681650161743,0.0
46,0.0,-0.010103285312652588,-0.013100698590278625,0.0
47,0.0,-0.0110551118850708,-0.013527661561965942,0.0
48,0.0,-0.01155957579612732,-0.013789728283882141,0.0
49,0.0,-0.011583060026168823,-0.014044240117073059,0.0
50,0.0,-0.012250423431396484,-0.014590337872505188,0.0
51,0.0,-0.012592107057571411,-0.01489989459514618,0.0
52,0.0,-0.013319730758666992,-0.015331000089645386,0.0
53,0.0,-0.014501780271530151,-0.016000330448150635,0.0
54,0.0,-0.013069450855255127,-0.01515592634677887,0.0
55,0.0,-0.013788938522338867,-0.015557989478111267,0.0
56,0.0,-0.011952847242355347,-0.014695659279823303,0.0
57,0.0,-0.011540889739990234,-0.014642298221588135,0.0
58,0.0,-0.013413786888122559,-0.01497611403465271,0.0
59,0.0,-0.011811047792434692,-0.014122456312179565,0.0
60,0.0,-0.011696934700012207,-0.01416313648223877,0.0
61,0.0,-0.011163592338562012,-0.013931915163993835,0.0
62,0.0,-0.010548949241638184,-0.013752445578575134,0.0
63,0.0,-0.009711891412734985,-0.013389021158218384,0.0
64,0.0,-0.011096775531768799,-0.013639718294143677,0.0
65,0.0,-0.010945498943328857,-0.013492599129676819,0.0
66,0.0,-0.010870695114135742,-0.013101041316986084,0.0
67,0.0,-0.010070621967315674,-0.012527510523796082,0.0
68,0.0,-0.011020928621292114,-0.01246798038482666,0.0
69,0.0,-0.010532498359680176,-0.011957556009292603,0.0
70,0.0,-0.01150473952293396,-0.01221129298210144,0.0
71,0.0,-0.011653125286102295,-0.012119174003601074,0.0
72,0.0,-0.01270073652267456,-0.012465447187423706,0.0
73,0.0,-0.013682305812835693,-0.012901544570922852,0.0
74,0.0,-0.012730002403259277,-0.01320144534111023,0.0
75,0.0,-0.012967050075531006,-0.014052420854568481,0.0
76,0.0,-0.013327300548553467,-0.014550060033798218,0.0
77,0.0,-0.013380825519561768,-0.014975160360336304,0.0
78,0.0,-0.01337665319442749,-0.015439778566360474,0.0
79,0.0,-0.013479501008987427,-0.015874594449996948,0.0
80,0.0,-0.014361917972564697,-0.01619863510131836,0.0
81,0.0,-0.014254242181777954,-0.01606649160385132,0.0
82,0.0,-0.014454662799835205,-0.016198083758354187,0.0
83,0.0,-0.014664232730865479,-0.01624661684036255,0.0
84,0.0,-0.015025824308395386,-0.016164109110832214,0.0
85,0.0,-0.01534491777420044,-0.016157418489456177,0.0
86,0.0,-0.015384584665298462,-0.015989094972610474,0.0
87,0.0,-0.015887200832366943,-0.01592172682285309,0.0
88,0.0,-0.01607552170753479,-0.015695348381996155,0.0
89,0.0,-0.016529738903045654,-0.01557120680809021,0.0
90,0.0,-0.016838639974594116,-0.015443861484527588,0.0
91,0.0,-0.01604318618774414,-0.015352517366409302,0.0
92,0.0,-0.015751242637634277,-0.015340596437454224,0.0
93,0.0,-0.014766603708267212,-0.014976739883422852,0.0
94,0.0,-0.01377725601196289,-0.014575064182281494,0.0
95,0.0,-0.013265490531921387,-0.014209747314453125,0.0
96,0.0,-0.012246102094650269,-0.013692989945411682,0.0
97,0.0,-0.011574715375900269,-0.013438642024993896,0.0
98,0.0,-0.011184215545654297,-0.0131913423538208,0.0
99,0.0,-0.010739296674728394,-0.012982726097106934,0.0
100,0.0,-0.010839223861694336,-0.012766629457473755,0.0
101,0.0,-0.010294854640960693,-0.012305289506912231,0.0
102,0.0,-0.010388076305389404,-0.012003839015960693,0.0
103,0.0,-0.010503530502319336,-0.01185692846775055,0.0
104,0.0,-0.010741442441940308,-0.011732116341590881,0.0
105,0.0,-0.011540353298187256,-0.01197776198387146,0.0
106,0.0,-0.013218224048614502,-0.012755259871482849,0.0
107,0.0,-0.015475302934646606,-0.013758525252342224,0.0
108,0.0,-0.015901625156402588,-0.014533460140228271,0.0
109,0.0,-0.017341792583465576,-0.0154646635055542,0.0
110,0.0,-0.01612621545791626,-0.01589912176132202,0.0
111,0.0,-0.017020225524902344,-0.016560912132263184,0.0
112,0.0,-0.01578754186630249,-0.0162164568901062,0.0
113,0.0,-0.014768481254577637,-0.01596064865589142,0.0
114,0.0,-0.013476371765136719,-0.015440881252288818,0.0
115,0.0,-0.014652013778686523,-0.015178829431533813,0.0
116,0.0,-0.01321786642074585,-0.0138445645570755,0.0
117,0.0,-0.012954533100128174,-0.013517051935195923,0.0
118,0.0,-0.013208568096160889,-0.013376772403717041,0.0
119,0.0,-0.011911749839782715,-0.012828335165977478,0.0
120,0.0,-0.011830419301986694,-0.013089999556541443,0.0
121,0.0,-0.011306703090667725,-0.013061076402664185,0.0
122,0.0,-0.011036962270736694,-0.013178765773773193,0.0
123,0.0,-0.011897921562194824,-0.013317734003067017,0.0
124,0.0,-0.011062473058700562,-0.012637436389923096,0.0
125,0.0,-0.01109391450881958,-0.012621492147445679,0.0
126,0.0,-0.009982943534851074,-0.01224750280380249,0.0
127,0.0,-0.010028362274169922,-0.012227952480316162,0.0
128,0.0,-0.008849859237670898,-0.011778682470321655,0.0
129,0.0,-0.010607004165649414,-0.01219126582145691,0.0
130,0.0,-0.009943783283233643,-0.011428803205490112,0.0
131,0.0,-0.01089555025100708,-0.011162340641021729,0.0
132,0.0,-0.01034247875213623,-0.010571718215942383,0.0
133,0.0,-0.01152944564819336,-0.01065896451473236,0.0
134,0.0,-0.01192927360534668,-0.010649234056472778,0.0
135,0.0,-0.01192900538444519,-0.010944843292236328,0.0
136,0.0,-0.01466718316078186,-0.012743845582008362,0.0
137,0.0,-0.015644848346710205,-0.01367981731891632,0.0
138,0.0,-0.01578390598297119,-0.014379113912582397,0.0
139,0.0,-0.015886008739471436,-0.015225887298583984,0.0
140,0.0,-0.015873879194259644,-0.016026735305786133,0.0
141,0.0,-0.015797317028045654,-0.01659075915813446,0.0
142,0.0,-0.015493720769882202,-0.01698926091194153,0.0
143,0.0,-0.015356004238128662,-0.017370760440826416,0.0
144,0.0,-0.015152215957641602,-0.0176544189453125,0.0
145,0.0,-0.015210092067718506,-0.017949581146240234,0.0
146,0.0,-0.014975279569625854,-0.01815393567085266,0.0
147,0.0,-0.015111327171325684,-0.018598854541778564,0.0
148,0.0,-0.014955669641494751,-0.018972456455230713,0.0
149,0.0,-0.016993284225463867,-0.019286423921585083,0.0
150,0.0,-0.015691161155700684,-0.018863260746002197,0.0
151,0.0,-0.014649808406829834,-0.018891334533691406,0.0
152,0.0,-0.014124423265457153,-0.01885339617729187,0.0
153,0.0,-0.013232529163360596,-0.01845070719718933,0.0
154,0.0,-0.012645542621612549,-0.017881840467453003,0.0
155,0.0,-0.012681812047958374,-0.01729162037372589,0.0
156,0.0,-0.012375354766845703,-0.016796812415122986,0.0
157,0.0,-0.012118697166442871,-0.0159958153963089,0.0
158,0.0,-0.010938823223114014,-0.015314653515815735,0.0
159,0.0,-0.010786831378936768,-0.01531045138835907,0.0
160,0.0,-0.011339515447616577,-0.015335708856582642,0.0
161,0.0,-0.010985910892486572,-0.014699101448059082,0.0
162,0.0,-0.010695964097976685,-0.014815285801887512,0.0
163,0.0,-0.012309849262237549,-0.015278175473213196,0.0
164,0.0,-0.011487185955047607,-0.014166831970214844,0.0
165,0.0,-0.011466383934020996,-0.01371675729751587,0.0
166,0.0,-0.011189579963684082,-0.013264864683151245,0.0
167,0.0,-0.011546820402145386,-0.013164937496185303,0.0
168,0.0,-0.011870265007019043,-0.013169020414352417,0.0
169,0.0,-0.012264490127563477,-0.013269275426864624,0.0
170,0.0,-0.012457668781280518,-0.013545826077461243,0.0
171,0.0,-0.012569904327392578,-0.013602882623672485,0.0
172,0.0,-0.012600719928741455,-0.013549983501434326,0.0
173,0.0,-0.01307690143585205,-0.013959765434265137,0.0
174,0.0,-0.010391175746917725,-0.014067977666854858,0.0
175,0.0,-0.009601444005966187,-0.015275776386260986,0.0
176,0.0,-0.00932842493057251,-0.01639115810394287,0.0
177,0.0,-0.010514646768569946,-0.017703309655189514,0.0
178,0.0,-0.009327054023742676,-0.016767024993896484,0.0
179,0.0,-0.010436594486236572,-0.017466500401496887,0.0
180,0.0,-0.011799216270446777,-0.016968637704849243,0.0
181,0.0,-0.008573651313781738,-0.01519264280796051,0.0
182,0.0,-0.010914087295532227,-0.01590670645236969,0.0
183,0.0,-0.010932624340057373,-0.015063971281051636,0.0
184,0.0,-0.00962299108505249,-0.014210134744644165,0.0
185,0.0,-0.01041799783706665,-0.014559805393218994,0.0
186,0.0,-0.01006367802619934,-0.014130979776382446,0.0
187,0.0,-0.011520922183990479,-0.014728710055351257,0.0
188,0.0,-0.011665880680084229,-0.01490899920463562,0.0
189,0.0,-0.012946546077728271,-0.015743136405944824,0.0
190,1.0,-0.029729068279266357,-0.025193452835083008,0.0
191,1.0,-0.01897701621055603,-0.020289361476898193,0.0
192,1.0,-0.01810234785079956,-0.018873050808906555,0.0
193,1.0,-0.012318909168243408,-0.015710175037384033,0.0
194,1.0,-0.010091066360473633,-0.015096694231033325,0.0
195,1.0,-0.012163430452346802,-0.016376033425331116,0.0
196,1.0,-0.009877145290374756,-0.015597745776176453,0.0
197,1.0,-0.010572254657745361,-0.0154799222946167,0.0
198,1.0,-0.010230779647827148,-0.014894843101501465,0.0
199,1.0,-0.011180192232131958,-0.015115857124328613,0.0
200,1.0,-0.010383278131484985,-0.014946326613426208,0.0
201,1.0,-0.01207888126373291,-0.01590871810913086,0.0
202,1.0,-0.012442141771316528,-0.015953287482261658,0.0
203,1.0,-0.013029515743255615,-0.01620820164680481,0.0
204,1.0,-0.013524234294891357,-0.01616629958152771,0.0
205,1.0,-0.013503164052963257,-0.016065195202827454,0.0
206,1.0,-0.014108121395111084,-0.016257554292678833,0.0
207,1.0,-0.013817816972732544,-0.016494780778884888,0.0
208,1.0,-0.011870741844177246,-0.015680402517318726,0.0
209,1.0,-0.014169365167617798,-0.01679074764251709,0.0
210,1.0,-0.012774169445037842,-0.01617714762687683,0.0
211,1.0,-0.013076841831207275,-0.0162641704082489,0.0
212,1.0,-0.013734102249145508,-0.016362398862838745,0.0
213,1.0,-0.014631271362304688,-0.016319215297698975,0.0
214,1.0,-0.015144139528274536,-0.016136139631271362,0.0
215,1.0,-0.01566055417060852,-0.01603318750858307,0.0
216,1.0,-0.01634395122528076,-0.016196221113204956,0.0
217,1.0,-0.01667618751525879,-0.016023248434066772,0.0
218,1.0,-0.016241520643234253,-0.015748023986816406,0.0
219,1.0,-0.014605700969696045,-0.014905184507369995,0.0
220,1.0,-0.01325419545173645,-0.014659300446510315,0.0
221,1.0,-0.010895192623138428,-0.013899743556976318,0.0
222,1.0,-0.009592682123184204,-0.013783007860183716,0.0
223,1.0,-0.009273290634155273,-0.01413397490978241,0.0
224,1.0,-0.012057662010192871,-0.015114083886146545,0.0
225,1.0,-0.008978694677352905,-0.013420596718788147,0.0
226,1.0,-0.009255081415176392,-0.013582274317741394,0.0
227,1.0,-0.008789896965026855,-0.012973040342330933,0.0
228,1.0,-0.009584367275238037,-0.01285204291343689,0.0
229,1.0,-0.007519572973251343,-0.011238664388656616,0.0
230,1.0,-0.008747458457946777,-0.01174268126487732,0.0
231,1.0,-0.008987963199615479,-0.011382952332496643,0.0
232,1.0,-0.009714603424072266,-0.012383505702018738,0.0
233,1.0,-0.010877162218093872,-0.012996077537536621,0.0
234,1.0,-0.011625081300735474,-0.013646185398101807,0.0
235,1.0,-0.013568341732025146,-0.01464855670928955,0.0
236,1.0,-0.011715561151504517,-0.013728559017181396,0.0
237,1.0,-0.012112855911254883,-0.01411139965057373,0.0
238,1.0,-0.011337637901306152,-0.013752743601799011,0.0
239,1.0,-0.011638164520263672,-0.013892963528633118,0.0
240,1.0,-0.010543882846832275,-0.013418138027191162,0.0
241,1.0,-0.01013907790184021,-0.013342395424842834,0.0
242,1.0,-0.009614020586013794,-0.013196393847465515,0.0
243,1.0,-0.009043902158737183,-0.013079166412353516,0.0
244,1.0,-0.009268105030059814,-0.012883245944976807,0.0
245,1.0,-0.010400116443634033,-0.013197511434555054,0.0
246,1.0,-0.009980380535125732,-0.012329667806625366,0.0
247,1.0,-0.010078072547912598,-0.011915385723114014,0.0
248,1.0,-0.010342389345169067,-0.011510789394378662,0.0
249,1.0,-0.01027059555053711,-0.01095426082611084,0.0
250,1.0,-0.010852634906768799,-0.011088550090789795,0.0
251,1.0,-0.01341584324836731,-0.012296229600906372,0.0
252,2.0,-0.0019813477993011475,-0.008557319641113281,0.0
253,2.0,0.0023158490657806396,-0.006571471691131592,0.0
254,2.0,0.004635512828826904,-0.005764514207839966,0.0
255,2.0,0.00575488805770874,-0.005645632743835449,0.0
256,2.0,0.004944503307342529,-0.007151484489440918,0.0
257,2.0,0.004210382699966431,-0.008211761713027954,0.0
258,2.0,0.0037645697593688965,-0.008900225162506104,0.0
259,2.0,0.0034438371658325195,-0.009401947259902954,0.0
260,2.0,0.003196418285369873,-0.009790271520614624,0.0
261,2.0,0.0029966533184051514,-0.010102763772010803,0.0
262,2.0,0.002837449312210083,-0.010358363389968872,0.0
263,2.0,0.003457307815551758,-0.010290011763572693,0.0
264,2.0,0.005985826253890991,-0.008637189865112305,0.0
265,2.0,0.008595854043960571,-0.007503896951675415,0.0
266,2.0,0.010415494441986084,-0.0075395554304122925,0.0
267,2.0,0.007677823305130005,-0.009471297264099121,0.0
268,2.0,0.009243428707122803,-0.008999049663543701,0.0
269,2.0,0.00895315408706665,-0.009278401732444763,0.0
270,2.0,0.008368134498596191,-0.009890496730804443,0.0
271,2.0,0.008725732564926147,-0.009814351797103882,0.0
272,2.0,0.014749765396118164,-0.006841987371444702,0.0
273,2.0,0.009293556213378906,-0.009131520986557007,0.0
274,2.0,0.009521543979644775,-0.008221447467803955,0.0
275,2.0,0.013884544372558594,-0.006230205297470093,0.0
276,2.0,0.010621517896652222,-0.007774233818054199,0.0
277,2.0,0.010748505592346191,-0.007671654224395752,0.0
278,2.0,0.011066585779190063,-0.007467418909072876,0.0
279,2.0,0.010469377040863037,-0.007959216833114624,0.0
280,2.0,0.010101139545440674,-0.008072242140769958,0.0
281,2.0,0.0100117027759552,-0.008133023977279663,0.0
282,2.0,0.01121288537979126,-0.007477134466171265,0.0
283,2.0,0.010213136672973633,-0.007824346423149109,0.0
284,2.0,0.009986668825149536,-0.00770905613899231,0.0
285,2.0,0.010099649429321289,-0.007587045431137085,0.0
286,2.0,0.008993566036224365,-0.008011341094970703,0.0
287,2.0,0.009720087051391602,-0.0076084136962890625,0.0
288,2.0,0.009862184524536133,-0.0075059980154037476,0.0
289,2.0,0.009828895330429077,-0.007195532321929932,0.0
290,2.0,0.009017139673233032,-0.007221490144729614,0.0
291,2.0,0.008914947509765625,-0.006997048854827881,0.0
292,2.0,0.009406358003616333,-0.006837368011474609,0.0
293,2.0,0.010949909687042236,-0.00662076473236084,0.0
294,2.0,0.008660376071929932,-0.0077233463525772095,0.0
295,2.0,0.009153038263320923,-0.007303684949874878,0.0
296,2.0,0.009920835494995117,-0.0069387853145599365,0.0
297,2.0,0.010093539953231812,-0.00676727294921875,0.0
298,2.0,0.010234355926513672,-0.006495341658592224,0.0
299,2.0,0.009227573871612549,-0.0066855549812316895,0.0
300,2.0,0.00940483808517456,-0.006192564964294434,0.0
301,2.0,0.008882015943527222,-0.0062170326709747314,0.0
302,2.0,0.008770644664764404,-0.005949348211288452,0.0
303,2.0,0.008458495140075684,-0.005965560674667358,0.0
304,2.0,0.00746762752532959,-0.006041690707206726,0.0
305,2.0,0.007266521453857422,-0.005768477916717529,0.0
306,2.0,0.00801914930343628,-0.005174487829208374,0.0
307,2.0,0.008057117462158203,-0.0049615055322647095,0.0
308,2.0,0.008125066757202148,-0.00468231737613678,0.0
309,2.0,0.007243096828460693,-0.0049015432596206665,0.0
310,2.0,0.007240951061248779,-0.004675686359405518,0.0
311,2.0,0.008403301239013672,-0.0041666775941848755,0.0
312,2.0,0.008890867233276367,-0.004019647836685181,0.0
313,2.0,0.009286940097808838,-0.0038917064666748047,0.0
314,2.0,0.009632468223571777,-0.00380021333694458,0.0
315,2.0,0.0099029541015625,-0.0037729740142822266,0.0
316,2.0,0.010136127471923828,-0.0037954896688461304,0.0
317,2.0,0.010670185089111328,-0.0037196725606918335,0.0
318,2.0,0.011263787746429443,-0.003666236996650696,0.0
319,2.0,0.011433392763137817,-0.003854036331176758,0.0
320,2.0,0.011633038520812988,-0.004045650362968445,0.0
321,2.0,0.011261045932769775,-0.004583239555358887,0.0
322,2.0,0.011078029870986938,-0.004993706941604614,0.0
323,2.0,0.010461032390594482,-0.005254149436950684,0.0
324,2.0,0.010870754718780518,-0.004963785409927368,0.0
325,2.0,0.010996341705322266,-0.004830598831176758,0.0
326,2.0,0.011596918106079102,-0.004588276147842407,0.0
327,2.0,0.013042211532592773,-0.004033595323562622,0.0
328,2.0,0.01251530647277832,-0.004607290029525757,0.0
329,2.0,0.012126028537750244,-0.004416659474372864,0.0
330,2.0,0.010324478149414062,-0.00540509819984436,0.0
331,2.0,0.011394768953323364,-0.004752457141876221,0.0
332,2.0,0.011565446853637695,-0.004636436700820923,0.0
333,2.0,0.011876136064529419,-0.004384145140647888,0.0
334,2.0,0.012242436408996582,-0.004036024212837219,0.0
335,2.0,0.012462526559829712,-0.003865838050842285,0.0
336,2.0,0.012702703475952148,-0.0036830008029937744,0.0
337,2.0,0.0128861665725708,-0.0035888254642486572,0.0
338,2.0,0.0124855637550354,-0.0037112683057785034,0.0
339,2.0,0.012212783098220825,-0.003842949867248535,0.0
340,2.0,0.012367308139801025,-0.0037038028240203857,0.0
341,2.0,0.012735128402709961,-0.003909364342689514,0.0
342,2.0,0.012246429920196533,-0.0038139820098876953,0.0
343,2.0,0.011365175247192383,-0.004734665155410767,0.0
344,2.0,0.011675834655761719,-0.0043140798807144165,0.0
345,2.0,0.010790526866912842,-0.004594981670379639,0.0
346,2.0,0.009876161813735962,-0.004888594150543213,0.0
347,2.0,0.008588403463363647,-0.005277156829833984,0.0
348,2.0,0.012344807386398315,-0.003522545099258423,0.0
349,2.0,0.010564029216766357,-0.0045014917850494385,0.0
350,2.0,0.012742698192596436,-0.0034467577934265137,0.0
351,2.0,0.013244688510894775,-0.003469496965408325,0.0
352,2.0,0.012599825859069824,-0.00398707389831543,0.0
353,2.0,0.0127640962600708,-0.004070118069648743,0.0
354,2.0,0.01279979944229126,-0.004251688718795776,0.0
355,2.0,0.01150098443031311,-0.004867881536483765,0.0
356,2.0,0.012263834476470947,-0.004377126693725586,0.0
357,2.0,0.011716872453689575,-0.004531919956207275,0.0
358,2.0,0.012902230024337769,-0.0038125813007354736,0.0
359,2.0,0.0117262601852417,-0.004427164793014526,0.0
360,2.0,0.012041836977005005,-0.004346713423728943,0.0
361,2.0,0.011250972747802734,-0.0046932995319366455,0.0
362,2.0,0.011476695537567139,-0.004249826073646545,0.0
363,2.0,0.011715292930603027,-0.003978699445724487,0.0
364,2.0,0.011208891868591309,-0.0036784708499908447,0.0
365,2.0,0.011440545320510864,-0.003323569893836975,0.0
366,2.0,0.013151884078979492,-0.0022381246089935303,0.0
367,2.0,0.013876020908355713,-0.0019196867942810059,0.0
368,2.0,0.012854397296905518,-0.0025883764028549194,0.0
369,2.0,0.012766093015670776,-0.00257265567779541,0.0
370,2.0,0.0133686363697052,-0.0023657530546188354,0.0
371,2.0,0.01339605450630188,-0.0024952292442321777,0.0
372,2.0,0.013360798358917236,-0.002557903528213501,0.0
373,2.0,0.012950778007507324,-0.0027401745319366455,0.0
374,2.0,0.01609700918197632,-0.0015386790037155151,0.0
375,2.0,0.014005899429321289,-0.002828627824783325,0.0
376,2.0,0.012233078479766846,-0.003655463457107544,0.0
377,2.0,0.012257874011993408,-0.0036705434322357178,0.0
378,2.0,0.010754704475402832,-0.0043065547943115234,0.0
379,2.0,0.010042130947113037,-0.00452113151550293,0.0
380,2.0,0.01047581434249878,-0.0042449235916137695,0.0
381,2.0,0.014387547969818115,-0.0021589994430541992,0.0
382,2.0,0.010758161544799805,-0.0037993043661117554,0.0
383,2.0,0.011179208755493164,-0.0033234357833862305,0.0
384,2.0,0.010253965854644775,-0.0036173760890960693,0.0
385,2.0,0.010430872440338135,-0.003641262650489807,0.0
386,2.0,0.009575843811035156,-0.004061967134475708,0.0
387,2.0,0.010280728340148926,-0.003819376230239868,0.0
388,2.0,0.009358614683151245,-0.0042372047901153564,0.0
389,2.0,0.009882032871246338,-0.004135578870773315,0.0
390,2.0,0.009609431028366089,-0.004494413733482361,0.0
391,2.0,0.009842157363891602,-0.004571706056594849,0.0
392,2.0,0.010105609893798828,-0.004769995808601379,0.0
393,2.0,0.009311020374298096,-0.005388587713241577,0.0
394,2.0,0.009039044380187988,-0.005671441555023193,0.0
395,2.0,0.008851736783981323,-0.005902379751205444,0.0
396,2.0,0.009630739688873291,-0.0057328492403030396,0.0
397,2.0,0.009693950414657593,-0.00580964982509613,0.0
398,2.0,0.009890079498291016,-0.005680203437805176,0.0
399,2.0,0.00997626781463623,-0.005671411752700806,0.0
400,2.0,0.01019960641860962,-0.005473792552947998,0.0
401,2.0,0.01013094186782837,-0.0054254233837127686,0.0
402,2.0,0.008821368217468262,-0.005687206983566284,0.0
403,2.0,0.009494006633758545,-0.00505712628364563,0.0
404,2.0,0.00953662395477295,-0.004860103130340576,0.0
405,2.0,0.00932300090789795,-0.004710346460342407,0.0
406,2.0,0.009340226650238037,-0.004380553960800171,0.0
407,2.0,0.009794741868972778,-0.004066407680511475,0.0
408,2.0,0.011376887559890747,-0.0035455524921417236,0.0
409,2.0,0.011622250080108643,-0.0035616159439086914,0.0
410,2.0,0.013417035341262817,-0.002972722053527832,0.0
411,2.0,0.013095825910568237,-0.0033880621194839478,0.0
412,2.0,0.012299835681915283,-0.0037525296211242676,0.0
413,2.0,0.013517647981643677,-0.0034359395503997803,0.0
414,2.0,0.01189267635345459,-0.004066258668899536,0.0
415,2.0,0.012636125087738037,-0.003128230571746826,0.0
416,2.0,0.01323595643043518,-0.002515137195587158,0.0
417,2.0,0.013880550861358643,-0.001870483160018921,0.0
418,2.0,0.014299750328063965,-0.001336425542831421,0.0
419,2.0,0.015080183744430542,-0.0010338127613067627,0.0
420,2.0,0.01427227258682251,-0.0012954771518707275,0.0
421,2.0,0.012804567813873291,-0.0018766075372695923,0.0
422,2.0,0.013386070728302002,-0.001857265830039978,0.0
423,2.0,0.011178314685821533,-0.003072977066040039,0.0
424,2.0,0.010739564895629883,-0.003556177020072937,0.0
425,2.0,0.009020417928695679,-0.004546046257019043,0.0
426,2.0,0.00896364450454712,-0.004701972007751465,0.0
427,2.0,0.008621662855148315,-0.004922658205032349,0.0
428,2.0,0.008619368076324463,-0.004836827516555786,0.0
429,2.0,0.007682383060455322,-0.005019232630729675,0.0
430,2.0,0.009793192148208618,-0.004527300596237183,0.0
431,2.0,0.011533081531524658,-0.004294067621231079,0.0
432,2.0,0.012797355651855469,-0.004109829664230347,0.0
433,2.0,0.01055818796157837,-0.004789531230926514,0.0
434,2.0,0.011065840721130371,-0.004033565521240234,0.0
435,2.0,0.01116800308227539,-0.003454834222793579,0.0
436,2.0,0.016146987676620483,-0.0015892982482910156,0.0
437,2.0,0.015391051769256592,-0.0024660229682922363,0.0
438,2.0,0.014626622200012207,-0.003416389226913452,0.0
439,2.0,0.013298332691192627,-0.003811091184616089,0.0
440,2.0,0.012201488018035889,-0.004475921392440796,0.0
441,2.0,0.012328535318374634,-0.004342585802078247,0.0
442,2.0,0.012664437294006348,-0.004012107849121094,0.0
443,2.0,0.012560755014419556,-0.003778785467147827,0.0
444,2.0,0.012976080179214478,-0.0026566684246063232,0.0
445,2.0,0.01311686635017395,-0.0019199252128601074,0.0
446,2.0,0.012363791465759277,-0.0023273229598999023,0.0
447,2.0,0.014539837837219238,-0.00038382411003112793,0.0
448,2.0,0.01488494873046875,-0.000125005841255188,0.0
449,2.0,0.014713674783706665,9.59634780883789e-06,0.0
450,2.0,0.014885097742080688,0.00020554661750793457,0.0
451,2.0,0.013927310705184937,-0.00018987059593200684,0.0
452,2.0,0.01320350170135498,-0.0006297677755355835,0.0
453,2.0,0.012420952320098877,-0.0016354620456695557,0.0
454,2.0,0.010784536600112915,-0.002958953380584717,0.0
455,2.0,0.009582698345184326,-0.003459140658378601,-10.0
456,2.0,0.010868042707443237,-0.003322422504425049,-10.0
457,2.0,0.010676324367523193,-0.0041425228118896484,-10.0
458,2.0,0.010785013437271118,-0.0041698068380355835,-10.0
459,2.0,0.012935042381286621,-0.004015713930130005,-10.0
460,2.0,0.009003013372421265,-0.008260667324066162,-10.0
461,2.0,0.008418798446655273,-0.010489419102668762,-10.0
462,2.0,0.008624732494354248,-0.01097746193408966,-10.0
463,2.0,0.008322268724441528,-0.010893970727920532,0.0
464,2.0,0.009886384010314941,-0.009132742881774902,0.0
465,2.0,0.012528717517852783,-0.0049492716789245605,0.0
466,2.0,0.013792037963867188,-0.0038394927978515625,0.0
467,2.0,0.013664811849594116,-0.0043592751026153564,0.0
468,2.0,0.014146506786346436,-0.004934161901473999,0.0
469,2.0,0.013771414756774902,-0.005681529641151428,0.0
